,STATION CODE,LOCATIONS,STATE,Temp,D.O. (mg/l),PH,CONDUCTIVITY (µmhos/cm),B.O.D. (mg/l),NITRATENAN N+ NITRITENANN (mg/l),FECAL COLIFORM (MPN/100ml),TOTAL COLIFORM (MPN/100ml)Mean,year,date
674,1024,"GHAGGAR AT 100M D/S CONF. WITH R. SARASWATI (PATIALA),PUNJAB",PUNJAB,19.0,4.8,7.6,1090.0,22.0,3.6,30500.0,52500.0,2014,2014-09-17
675,1295,"GHAGGAR NEAR BANKARPUR,DERA BASSI,PUNJAB",PUNJAB,23.0,5.5,7.3,705.0,10.0,5.0,2020.0,5433.0,2014,2014-09-18
676,1473,"GHAGGAR AT RATANHERI, D/S OF PATIALA NADI (AFTER CONFL.), PUNJAB",PUNJAB,24.0,5.1,7.4,1375.0,23.7,5.9,27333.0,50333.0,2014,2014-09-20
677,1698,"D/S CHHATBIR, PUNJAB",PUNJAB,24.7,5.5,7.4,745.0,10.0,6.1,12167.0,29333.0,2014,2014-09-22
678,1699,"U/S DHAKANSU NALLAH, PUNJAB",PUNJAB,25.0,5.0,7.6,975.0,16.3,6.1,11167.0,21667.0,2014,2014-09-23
679,1700,"D/S DHAKANSU NALLAH, PUNJAB",PUNJAB,22.0,4.9,7.7,1385.0,27.5,7.7,42500.0,72000.0,2014,2014-09-26
680,1701,"D/S JHARMAL NADI, PUNJAB",PUNJAB,24.3,5.0,7.3,1067.0,19.3,6.2,21467.0,39533.0,2014,2014-09-27
681,1702,"U/S JHARMAL NADI, PUNJAB",PUNJAB,23.3,5.3,7.2,970.0,13.3,5.9,3167.0,7133.0,2014,2014-09-28
682,1703,"GHAGGER AT MOONAK, PUNJAB",PUNJAB,19.5,4.9,7.7,1418.0,21.0,4.2,28000.0,49500.0,2014,2014-10-01
683,1704,"D/S SARDULGARH, PUNJAB",PUNJAB,21.5,4.1,7.5,1015.0,23.0,6.1,35000.0,57500.0,2014,2014-10-02
684,1705,"U/S SARDULGARH, PUNJAB",PUNJAB,20.0,4.8,7.4,854.0,17.0,4.7,20500.0,38000.0,2014,2014-10-03
685,1025,"GHAGGAR GHNAN1 AT ROAD BRDG. SIRSA,DEBWALI ROAD,HARYANA",HARYANA,27.0,6.7,8.2,198.0,19.8,0.0,233.0,465.0,2014,2014-10-04
686,1026,"GHAGGAR GHNAN2 AT CHANDARPUR SYPHON,  HARYANA",HARYANA,27.0,6.7,7.9,198.0,18.2,0.0,233.0,465.0,2014,2014-10-05
687,1718,"GAGGAR RIVER WHEN ENTERING IN RAJASTHAN FROM HARYANA NEAR RD NO. 629, RAJASTHAN",RAJASTHAN,32.6,4.0,6.8,370.0,3.0,0.8,4.0,9.0,2014,2014-10-06
688,1871,"RIVER MARKANDA AT PAONTA, DISTT. SIRMOUR, H.P.",HIMACHAL PRADESH,23.6,7.8,7.8,376.0,1.3,0.4,9.0,17.0,2014,2014-10-08
689,2624,MARKANDA U/S KALA AMB,HIMACHAL PRADESH,23.9,7.7,7.7,354.0,1.3,0.3,12.0,22.0,2014,2014-10-09
690,2625,MARKANDA D/S KALA AMB/ BOUNDARY OF HARYANA,HIMACHAL PRADESH,24.5,7.6,7.9,344.0,1.6,0.4,12.0,22.0,2014,2014-10-11
691,1884,KALA AMB D/S MARKANDA RIVER,HARYANA,27.0,6.7,7.2,198.0,88.0,0.0,233.0,465.0,2014,2014-10-12
692,1870,"RIVER SUKHANA AT PARWANOO, DISTT. SOLAN, H.P.",HIMACHAL PRADESH,18.1,4.4,7.1,694.0,41.0,1.2,92.0,224.0,2014,2014-10-13
693,2947,"RIVER JAWAI AT JAWAI DAM, SIROHI, RAJASTHAN",RAJASTHAN,25.1,5.9,8.0,401.0,0.9,0.7,4.0,15.0,2014,2014-10-15
694,1717,"KODRA DAM, MOUNT ABU, RAJASTHAN",RAJASTHAN,22.3,6.0,7.2,106.0,0.8,0.4,4.0,15.0,2014,2014-10-16
695,2948,"RIVER BANDI AT HEMAWAS DAM, PALI, RAJASTHAN",RAJASTHAN,23.7,5.6,7.9,326.0,1.1,0.8,4.0,4.0,2014,2014-10-21
696,2949,"RIVER LUNI AT RANAKPUR DAM, RANAKPUR, PALI, RAJASTHAN",RAJASTHAN,23.9,6.2,8.1,592.0,1.0,0.7,4.0,6.0,2014,2014-10-22
697,3383,"BUGI RIVER AT MIBANPARA, SOUTH GARO HILLS",MEGHALAYA,25.5,7.2,7.5,119.0,2.3,3.8,33.0,74.0,2014,2014-10-23
698,3384,"BUGI RIVER AT DALU, SOUTH GARO HILLS",MEGHALAYA,25.1,7.2,7.5,120.0,2.3,4.1,31.0,67.0,2014,2014-10-25
699,3380,"DAMRING RIVER (KRISHNEI RIVER) AT RESUBELPARA, EAST GARO HILLS",MEGHALAYA,25.2,7.5,7.3,82.0,1.8,2.8,30.0,70.0,2014,2014-11-01
700,1632,"GANOL RIVER TURA, MEGHALAYA",MEGHALAYA,23.2,7.5,7.5,111.0,2.4,3.0,293.0,506.0,2014,2014-11-02
701,3369,"KYNSHI RIVER AT SOHIONG, WEST KHASI HILLS",MEGHALAYA,18.3,7.2,7.2,56.0,1.7,2.6,21.0,42.0,2014,2014-11-03
702,3370,"KYNSHI RIVER AT NANGKHNUM, WEST KHASI HILLS",MEGHALAYA,19.3,7.5,7.2,66.0,1.6,2.5,22.0,44.0,2014,2014-11-05
703,3371,"KYNSHI RIVER AT RANIKOR, WEST KHASI HILLS",MEGHALAYA,24.0,7.8,7.0,74.0,2.3,4.3,28.0,108.0,2014,2014-11-06
704,3376,LUKHA RIVER AT SUNAPUR (TRIBUTARY OF LUNAR),MEGHALAYA,21.2,7.3,6.6,274.0,2.5,2.4,176.0,386.0,2014,2014-11-07
705,3381,"MANDA RIVER (DUDHAI RIVER) AT JAMPA, EAST GARO HILLS",MEGHALAYA,26.3,7.4,7.3,67.0,1.8,2.5,25.0,55.0,2014,2014-11-08
706,3382,"MANDA RIVER (DUDHAI RIVER) AT WAGAISI, EAST GARO HILLS",MEGHALAYA,25.5,7.2,7.4,82.0,2.0,2.8,26.0,61.0,2014,2014-11-09
707,3377,"MYNTANG RIVER AT NARTIANG, JAYANTIA HILLS",MEGHALAYA,20.0,7.3,7.1,55.0,1.9,2.5,24.0,53.0,2014,2014-11-10
708,3378,"MYNTANG RIVER AT MYNSO, JAYANTIA HILLS",MEGHALAYA,20.3,7.3,7.1,57.0,2.0,2.4,24.0,50.0,2014,2014-11-11
709,1631,"MYNTDU RIVER JOWAI, MEGHALAYA",MEGHALAYA,19.4,6.6,7.1,114.0,2.6,2.8,2142.0,3108.0,2014,2014-11-14
710,3379,"MYNTDU RIVER AT LESHKA, JAYANTIA HILLS",MEGHALAYA,21.0,7.3,5.6,56.0,1.8,2.1,16.0,34.0,2014,2014-11-15
711,3367,"NONBAH RIVER AT NANGSTOIN MARKE, WEST KHASI HILLS",MEGHALAYA,19.2,5.1,7.0,105.0,3.6,4.7,351.0,780.0,2014,2014-11-16
712,3368,"NONBAH RIVER AT NANGSTOIN MARKE, WEST KHASI HILLS",MEGHALAYA,18.3,7.3,7.1,51.0,1.6,2.4,19.0,40.0,2014,2014-11-17
713,3372,"RILANG RIVER AT MAWKYRWAT, WEST KHASI HILLS",MEGHALAYA,19.6,7.7,7.2,50.0,1.6,2.0,19.0,36.0,2014,2014-11-18
714,1633,"SIMSANG RIVER WILLIAMNAGAR, MEGHALAYA",MEGHALAYA,23.7,7.6,7.3,115.0,2.1,3.7,301.0,528.0,2014,2014-11-19
715,3353,"UMIAM MAWPHLANG RIVER AT NONGKREM, EAST KHASI HILLS",MEGHALAYA,18.2,6.2,7.0,81.0,2.4,5.1,36.0,79.0,2014,2014-11-21
716,3354,"UMIAM MAWPHLANG RIVER AT UMTYNGNGAR, EAST KHASI HILLS",MEGHALAYA,18.8,7.2,7.1,66.0,1.9,3.4,28.0,63.0,2014,2014-11-23
717,3355,"UMIAM MAWPHLANG RIVER AT MAWPHLANG, EAST KHASI HILLS",MEGHALAYA,18.9,7.4,7.1,57.0,1.5,2.9,13.0,40.0,2014,2014-11-24
718,3356,"UMIAM MAWPHLANG RIVER AT SHELLA, EAST KHASI HILLS",MEGHALAYA,25.1,7.5,7.4,144.0,1.7,3.5,26.0,59.0,2014,2014-11-25
719,3350,UMKHEN AT WAHKDAIT,MEGHALAYA,18.8,7.1,7.1,63.0,1.9,5.6,22.0,48.0,2014,2014-11-27
720,3351,UMKHEN AT KSEHPONGDENG,MEGHALAYA,20.2,7.3,7.2,65.0,1.9,3.3,24.0,48.0,2014,2014-12-01
721,3352,"UMKHEN RIVER AT DIENGPASOH, EAST KHASI HILLS",MEGHALAYA,20.0,7.3,7.3,65.0,2.0,3.0,25.0,54.0,2014,2014-12-02
722,3360,"UMKHRAH RIVER ATUMKALIAR, SHILLONG",MEGHALAYA,18.8,3.9,7.1,233.0,17.0,10.5,13174.0,22223.0,2014,2014-12-03
723,3357,"UMNGOT RIVER AT SMIT, EAST KHASI HILLS",MEGHALAYA,18.2,7.2,7.0,66.0,1.9,3.7,28.0,60.0,2014,2014-12-04
724,3358,"UMNGOT RIVER AT DAWKI, EAST KHASI HILLS",MEGHALAYA,22.1,7.7,7.2,62.0,1.6,3.0,27.0,59.0,2014,2014-12-06
725,3363,"UMSHYRPI RIVER AT RISA COLONY, EAST KHASI HILLS",MEGHALAYA,17.6,7.3,6.9,61.0,2.2,2.0,25.0,52.0,2014,2014-12-07
726,3365,"UMSHYRPI RIVER AT UMSHYRPI BRIDGE, EAST KHASI HILLS",MEGHALAYA,18.7,3.2,7.1,258.0,23.5,10.3,31833.0,54083.0,2014,2014-12-12
727,1427,"UMTREW AT BYRNIHAT EAST, MEGHALAYA",MEGHALAYA,23.1,7.2,7.2,124.0,6.9,4.5,348.0,552.0,2014,2014-12-13
728,3366,"UMTREW RIVER AT UMRAN, RINAN BHOI",MEGHALAYA,22.6,7.2,7.1,65.0,2.1,2.4,56.0,120.0,2014,2014-12-14
729,3373,"WAH BLEI AT RIANGDO, WEST KHASI HILLS",MEGHALAYA,20.0,7.5,7.3,64.0,1.9,3.3,21.0,42.0,2014,2014-12-16
730,3374,"WAH BLEI AT SHDADDKHAR, WEST KHASI HILLS",MEGHALAYA,19.9,7.6,7.3,65.0,1.9,3.8,21.0,43.0,2014,2014-12-17
731,2050,TLAWNG UPSTREAM AIZAWL,MIZORAM,24.5,7.1,7.3,269.0,1.4,0.1,233.0,115.0,2014,2014-12-18
732,2051,TLAWNG DOWNSTREAM AIZAWL,MIZORAM,24.4,7.2,7.3,275.0,1.5,0.1,4.0,68.0,2014,2014-12-21
733,2052,TUIRIAL UPPER CATCHMENT,MIZORAM,23.6,6.9,7.1,186.0,1.6,0.1,233.0,29.0,2014,2014-12-22
734,2053,TUIRIAL LOWER CATCHMENT,MIZORAM,23.5,6.8,7.1,201.0,1.4,0.2,233.0,86.0,2014,2014-12-24
735,1403,"GUMTI AT U/S SOUTH TRIPURA,TRIPURA",TRIPURA,27.3,6.2,7.8,165.0,2.1,0.0,282.0,340.0,2014,2014-12-25
736,1404,"GUMTI AT D/S SOUTH TRIPURA, TRIPURA",TRIPURA,29.1,6.4,7.8,158.0,4.1,0.5,458.0,500.0,2014,2014-12-26
737,1726,"CHANDRAPUR, AGARTALA D/S OF HAORA RIVER, TRIPURA",TRIPURA,26.6,6.6,7.9,210.0,4.2,1.9,510.0,572.0,2014,2014-12-27
